,0,1,2,3,4,5,6,7,8,9
PEOE_VSA10,0.12676114078007727,0.1846243327055739,0.3223970310422548,0.11460518885707066,0.053742318420116286,0.031626301671278605,0.04227589084495652,0.35698815613603835,0.051358765096125886,0.06514744760832962
PEOE_VSA11,0.005316964007678873,0.008325492178485867,0.01603440373008262,0.0029443020719530795,0.005875468686528282,0.007257279736700086,0.003931909744707155,0.012476719578401546,0.015162566786613605,0.08229788826952038
PEOE_VSA12,0.025779879023031152,0.013724332643386822,0.0038266563658741737,0.0021331587735995343,0.014499817977891707,0.010254171643556012,0.007649545362170982,0.013869936181086054,0.00543060495874512,0.013472545517412837
PEOE_VSA13,0.016397326648124887,0.012161664086101082,0.011675762381038639,0.023534844317053893,0.047046980499584286,0.026598862550581394,0.021551537453225286,0.02297864456296022,0.013175754284555231,0.015688921012583318
PEOE_VSA14,0.07762350596501914,0.009409819030426815,0.02900308536786213,0.010569247542707693,0.025602535157069634,0.015562833164409103,0.011809793772848406,0.002062244198565625,0.02413131976018684,0.020120074050323934
PEOE_VSA2,0.20717935382264752,0.006277816028282275,0.007867443434525575,0.011270904742494436,0.013460818320742647,0.0893938615152288,0.03549345831054346,0.010587657334576932,0.006537857167535346,0.004055957449549653
PEOE_VSA3,0.0496288005117008,0.0063232238362218585,0.02201876116742557,0.012669396019639068,0.0149661098263172,0.026718833177139686,0.01288792973497822,0.07830699128340741,0.016062967711066873,0.031094538066925085
PEOE_VSA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEOE_VSA5,0.003614579085511263,0.0,0.002636626792681671,0.0007104364701558827,0.0029929414669777545,0.0055851695717904805,0.0030951426929373103,0.0009497708701980757,0.011526526770381764,0.0005248259500213802
PEOE_VSA6,0.012792859731984388,0.020943949915817033,0.010585460437159406,0.03599254443440159,0.010563955201731423,0.034949692404053045,0.046279904437400196,0.029892293733086602,0.022760951196197445,0.0788466321894216
PEOE_VSA7,0.08125386142088709,0.07813958657814599,0.11270518849720657,0.03829048981422742,0.07668449541161092,0.09227903235693759,0.47240896023844164,0.15693255688466895,0.05463568371506689,0.11261612047127151
PEOE_VSA8,0.3360344099497614,0.14892768529220138,0.09521535303388083,0.15280299130875505,0.12806499137651048,0.12810111635784732,0.299968441930346,0.2447631035010512,0.14050863619368475,0.4755641966773812
PEOE_VSA9,0.13255420221868092,0.022721100997512605,0.06841646838257953,0.12540098611101239,0.12028907138282559,0.1482355723836256,0.11866596798372521,0.2366488997066415,0.07081947591615788,0.08236710443608701
SMR_VSA1,0.01909466841373613,0.008942216308938234,0.011045439262391469,0.08228949586234188,0.018969284563252375,0.02712805237416031,0.05616809965668975,0.015068341045944424,0.10886894059444091,0.022373514402233317
SMR_VSA10,0.09439236411677988,0.10038390829599633,0.12826895337696217,0.16617671250995525,0.24831523934345343,0.1024131466455651,0.1098977037201511,0.22064910941610202,0.22635261980395655,0.3777210137114606
SMR_VSA3,0.07709895939900209,0.015567582492505908,0.024529990054330344,0.013252559623395185,0.0756077050854695,0.1944111329329157,0.021702188215679968,0.019617680934357833,0.13496020485935475,0.04654087112836171
SMR_VSA4,0.024533112073785685,0.012305671221552027,0.012652611877638782,0.01845675412884012,0.021195623584244615,0.028230585193230427,0.042153248022072536,0.03764442969206128,0.03270739090460878,0.007626491488166606
SMR_VSA5,4.863832062763267,2.3346507691854157,1.3224716020783913,4.989266882835551,2.609070147595268,2.6377541403351126,1.9792544969428705,6.659782459637776,3.6831778450322483,3.813587465202393
SMR_VSA6,0.017973377574355253,0.021288145421294768,0.02357849709025471,0.24404167738722904,0.033444212516595,0.04903192525843867,0.018880640669628752,0.061277752024980696,0.05168585448435026,0.027010829667656333
SMR_VSA7,0.23395762063301107,0.03209696779856151,0.1278471046779475,0.0265181982960385,0.032280059825474806,0.2555856413862394,0.06239876934948754,0.040205869450418624,0.05019908122963316,0.033372929070978406
SMR_VSA9,0.03966995172545573,0.0063447558487975085,0.013845916703755456,0.029870191055660567,0.010099132899847653,0.02281615045946603,0.004789461303389516,0.01595124050437561,0.03411157957680608,0.043851831313784846
SlogP_VSA1,0.01964673365333601,0.030521020844227767,0.02978638656412837,0.10173510744012676,0.012361954043901021,0.04208584991405999,0.016581074010172902,0.045542779212713526,0.012552196143158412,0.019824272584014008
SlogP_VSA10,0.090720684879278,0.2847699740080342,0.11551276225956958,0.10698335803794914,0.3258070810543067,0.12403298137226557,0.07971010863322399,0.17354307371449798,0.1909741778487941,0.14594001903841405
SlogP_VSA11,0.010127288298097895,0.0009091345074427857,0.002186766254588465,0.005396078658591572,0.0011933825837874823,0.0030263829367487504,0.0031560540492006108,0.00015392605496740227,0.002310996316492851,0.007040191930826217
SlogP_VSA12,0.0001384196490138023,0.0005038931867572873,0.00365423826816188,0.000190371099891979,0.000979510761303555,0.0005907655313563744,0.0013786782464444629,3.9467218648760815e-06,0.017169953491111507,0.00036683371440485163
SlogP_VSA2,0.03970367690815505,0.00832719239824732,0.01635431439280221,0.03138337911959745,0.014869390345408934,0.030005874894281956,0.031202807298534925,0.018991753815448025,0.039203310604616765,0.03600625713249415
SlogP_VSA3,0.05911996137394659,0.02817415873637361,0.03276181173710836,0.16581179728620704,0.07821468040608985,0.12222248382886837,0.07162191057297981,0.4067918073216014,0.05589132921912366,0.1057467872431707
SlogP_VSA4,0.029968585429815953,0.01824173639350804,0.037187762554090044,0.050267443902275,0.017732896257477298,0.03553852665233481,0.04424930740977054,0.02845749908459421,0.05410548263691906,0.03174577429373006
SlogP_VSA5,13.512526840901065,9.074248433205529,5.970002152156342,6.167258755263329,10.230564827698542,10.018530005861304,9.267703227175108,8.33326257098787,6.315890977982671,5.886517479794961
SlogP_VSA6,0.13073036281294256,0.020510699195112617,0.1866475620894818,0.017595944957036803,0.08162863881051133,0.104130786313507,0.05839413534492851,0.012457282955953627,0.029524969246699118,0.11950855250780135
SlogP_VSA8,0.01311622427024138,0.0022600382016479126,0.011710456425253127,0.005669172341184497,0.019369895405157215,0.017876200169838683,0.006112180647705874,0.009392659259032484,0.0013337475840737585,0.07441496525725032
TPSA,0.041656978100844386,0.023208503871990922,0.027891356253256755,0.03187509845073601,0.017964071045329353,0.022289382287262266,0.06766742016486223,0.012877513339606916,0.03026613663803837,0.015142717893321623
